Data source,,,,,,,,,,,,,,,
DATA SOURCE,,,,,,,CITATION 1 - DATA,,,CITATION 2 - ARTEFACT,,,CITATION 3 - SITE,,
Dataset ID,Title,Abstract,Authors(s),Institution of the author,Creator,Contact info,Source ID 1,Complete reference 1,DOI 1,Source ID 2,Complete reference 2,DOI 2,Source ID 3,Complete reference 3,DOI 3
pengilley2019,,,,,,,,,,specht1981,"Specht, J. Obsidian sources at Talasea, West New Britain, Papua New Guinea. Journal of the Polynesian Society 90, 337–356 (1981).",,specht1981,"Specht, J. Obsidian sources at Talasea, West New Britain, Papua New Guinea. Journal of the Polynesian Society 90, 337–356 (1981).",
pengilley2019,,,,,,,,,,specht2007,"Specht, J. & Torrence, R. Pottery of the Talasea Area, West New Britain Province. Technical Reports of the Australian Museum 20, 131–196 (2007).",,specht2007,"Specht, J. & Torrence, R. Pottery of the Talasea Area, West New Britain Province. Technical Reports of the Australian Museum 20, 131–196 (2007).",
pengilley2019,,,,,,,,,,,,,specht1981a,"Specht, J., Hollis, J. & Pain, C. Report on Archaeological Fieldwork, West New Britain, Papua New Guinea. Report submitted to the Provincial government. (1981).",
pengilley2019,,,,,,,,,,,,,torrence2007,"Torrence, R. & Doelman, T. Chaos and Selection in Catastrophic Environments: Willaumez Peninsula, Papua New Guinea. in Living Under the Shadow : Cultural Impacts of Volcanic Eruptions 42–66 (Routledge, 2007). doi:10.4324/9781315425177.",
pengilley2019,,,,,,,,,,,,,torrence2002,"Torrence, R. Cultural landscapes on Garua Island, Papua New Guinea. Antiquity 76, 766–776 (2002).",
reepmeyer2021,"Provenance analysis of stone adzes and obsidian flakes from the Talasiu site, Tongagatapu, Tonga","ED-XRF, SEM-EDS, and LA-ICP-MS characterization of 36 artefacts from Talasiu and 7 artefacts from Niuatoputapu, Tonga","Christian Reepmeyer (a, b) , Redbird Fergusson (a), Frédérique Valentin (c), Geoffrey Clark (b)
CR, RF: CABAH, College of Arts, Society and Education, James Cook University; CR, GRC: Archaeology and Natural History, The Australian National University; FV: ArScAn-Ethnologie Préhistorique, CNRS","(a) College of Arts, Society and Education, James Cook University, Australia; (b) Archaeology and Natural History, Australian National University, Australia; (c) CNRS, UMR7041 Arscan, France","Hermann, Aymeric",aymeric.hermann@cnrs.fr,reepmeyer2021,"Reepmeyer, C., Ferguson, R., Valentin, F. & Clark, G. R. The stone adze and obsidian assemblage from the Talasiu site, Kingdom of Tonga. Archaeology in Oceania (2021) doi:10.1002/arco.5223.",10.1002/arco.5223,reepmeyer2021,"Reepmeyer, C., Ferguson, R., Valentin, F. & Clark, G. R. The stone adze and obsidian assemblage from the Talasiu site, Kingdom of Tonga. Archaeology in Oceania (2021) doi:10.1002/arco.5223.",10.1002/arco.5223,clark2015,"Clark, G., Grono, E., Ussher, E. & Reepmeyer, C. Early settlement and subsistence on Tongatapu, Kingdom of Tonga: Insights from a 2700–2650calBP midden deposit. Journal of Archaeological Science: Reports 3, 513–524 (2015).",10.1016/j.jasrep.2015.08.005
reepmeyer2021,,,,,,,,,,,,,rogers1974,"Rogers, G. Archaeological discoveries on Niuatoputapu Island, Tonga. Journal of the Polynesian Society 83, 308–348 (1974).",
rogers1974,"XRF sourcing of 9 obsidian flakes from two Lapita sites excavated on Niuatoputapu, and reference source material from two localities in Tafahi","The authors presents XRF analyses of 9 obsidian flakes from the Lapita sites of Lolokoka and Poome'e in Niuatoputapu, and comparison with reference source material collected in two localities on the nearby island of Tafahi.",Garth Rogers,University of Auckland (New Zealand),"Hermann, Aymeric",aymeric.hermann@cnrs.fr,rogers1974,"Rogers, G. Archaeological discoveries on Niuatoputapu Island, Tonga. Journal of the Polynesian Society 83, 308–348 (1974).",,rogers1974,"Rogers, G. Archaeological discoveries on Niuatoputapu Island, Tonga. Journal of the Polynesian Society 83, 308–348 (1974).",,rogers1974,"Rogers, G. Archaeological discoveries on Niuatoputapu Island, Tonga. Journal of the Polynesian Society 83, 308–348 (1974).",
allen1997,"Provenance analysis of basalt adzes and flakes from Aitutaki, Cook Islands","XRF and ion microprobe analysis of 20 basaltic artefacts from Aitutaki, Southern Cook islands","Melinda Allen, Kevin Johnson",University of Auckland,"Hermann, Aymeric",aymeric.hermann@cnrs.fr,allen1997,"Allen, M. & Johnson, K. Tracking Ancient Patterns of Interaction: Recent Geochemical Studies in the Southern Cook Islands. in Prehistoric Long-Distance Interaction in Oceania: An Interdisciplinary Approach (ed. Weisler, M. I.) 111–133 (New Zealand Archaeological Association, 1997).",,allen1997,"Allen, M. & Johnson, K. Tracking Ancient Patterns of Interaction: Recent Geochemical Studies in the Southern Cook Islands. in Prehistoric Long-Distance Interaction in Oceania: An Interdisciplinary Approach (ed. Weisler, M. I.) 111–133 (New Zealand Archaeological Association, 1997).",,allen1997,"Allen, M. & Johnson, K. Tracking Ancient Patterns of Interaction: Recent Geochemical Studies in the Southern Cook Islands. in Prehistoric Long-Distance Interaction in Oceania: An Interdisciplinary Approach (ed. Weisler, M. I.) 111–133 (New Zealand Archaeological Association, 1997).",
allen1997,,,,,,,,,,,,,allen1990,"Allen, M. S. & Steadman, D. W. Excavations at the Ureia site, Aitutaki, Cook Islands: preliminary results. Archaeology in Oceania 25, 24–37 (1990).",10.1002/j.1834-4453.1990.tb00227.x
allen1997,,,,,,,,,,,,,allen1994,"Allen, M. S. The Chronology of Coastal Morphogenesis and Human Settlement on Aitutaki, Southern Cook Islands, Polynesia. Radiocarbon 36, 59–71 (1994).",10.1017/S0033822200014338
allen1997,,,,,,,,,,,,,allen2007,"Allen, M. S. & Wallace, R. New evidence from the east polynesian gateway: substantive and methodological results from aitutaki, southern cook islands. Radiocarbon 49, 1163–1179 (2007).",10.1017/S0033822200043095
allen1997,,,,,,,,,,,,,allen1990a,"Allen, M. S. & Schubel, S. E. Recent archaeological research on Aitutaki, Southern Cooks : the Moturakau shelter. Journal of the Polynesian Society 99, 265–295 (1990).",
allen1997,,,,,,,,,,,,,allen1992,"Allen, M. S. Dynamic landscapes and human subsistence: archaeological investigations on aitutaki island, southern cook islands. (University of Washington, 1992).",
spriggs2010,PIXE-PIGME analysis of 13 obsidians and volcanic glasses from Tikopia (Solomon Islands),"The authors associate three artefacts with Talasea or Lou-Pam islands (West New Britain) and the remaining ten artefacts with sources on Gaua or Vanua Lava (Banks islands, Vanuatu).","Matthew Spriggs (1), Roger Bird (2), Wal Ambrose (3)","(1) School of Archaeology and Anthropology, College of Arts and Social Sciences, ANU, Canberra
(2) formerly of the Australian Nuclear Science and technology Organisation (ANStO), Lucas heights, NSW 2234
(3) Department Archaeology and Natural History, RSPAS, ANU, Canberra","Hermann, Aymeric",aymeric.hermann@cnrs.fr,spriggs2010,"Spriggs, M., Bird, R. & Ambrose, W. A reanalysis of the Tikopia obsidians. Archaeology in Oceania 45, 31–38 (2010).",10.1002/j.1834-4453.2010.tb00075.x,spriggs2010,"Spriggs, M., Bird, R. & Ambrose, W. A reanalysis of the Tikopia obsidians. Archaeology in Oceania 45, 31–38 (2010).",10.1002/j.1834-4453.2010.tb00075.x,spriggs2010,"Spriggs, M., Bird, R. & Ambrose, W. A reanalysis of the Tikopia obsidians. Archaeology in Oceania 45, 31–38 (2010).",10.1002/j.1834-4453.2010.tb00075.x
spriggs2010,,,,,,,,,,mccoy2020,"McCoy, M. D., Cervera, C., Mulrooney, M. A., McAlister, A. & Kirch, P. V. Obsidian and volcanic glass artifact evidence for long-distance voyaging to the Polynesian Outlier island of Tikopia. Quaternary Research 1–9 (2020).",10.1017/qua.2020.38,kirch1982,"Kirch, P. V. & Yen, D. E. Tikopia. The Prehistory and Ecology of a Polynesian Outlier. (Bernice P. Bishop Museum, 1982).",
spriggs2010,,,,,,,,,,,,,mccoy2020,"McCoy, M. D., Cervera, C., Mulrooney, M. A., McAlister, A. & Kirch, P. V. Obsidian and volcanic glass artifact evidence for long-distance voyaging to the Polynesian Outlier island of Tikopia. Quaternary Research 1–9 (2020).",10.1017/qua.2020.38
